h TIF V1.2.1 MEDICI_LOG 2012.06-0 16-Mar-2023 00:35:15 main.inp
cd GEN          blnk               blnk          blnk        cart2D    1.00000E+00  0.00000E+00  0.00000E+00
dset MEDICI_DATA
di  time                      V(Gate)                   VA(Gate)                  I(Gate)                   + 
di  IE(Gate)                  IH(Gate)                  ID(Gate)                  Q(Gate)                   + 
di  FE(Gate)                  HE(Gate)                  V(Substrate)              VA(Substrate)             + 
di  I(Substrate)              IE(Substrate)             IH(Substrate)             ID(Substrate)             + 
di  Q(Substrate)              FE(Substrate)             HE(Substrate)             V(Source)                 + 
di  VA(Source)                I(Source)                 IE(Source)                IH(Source)                + 
di  ID(Source)                Q(Source)                 FE(Source)                HE(Source)                + 
di  V(Drain)                  VA(Drain)                 I(Drain)                  IE(Drain)                 + 
di  IH(Drain)                 ID(Drain)                 Q(Drain)                  FE(Drain)                 + 
di  HE(Drain)                 II                        
# 
du  seconds                   Volts                     Volts                     Amps/um                   + 
du  Amps/um                   Amps/um                   Amps/um                   Coul/um                   + 
du  Amps/um                   Amps/um                   Volts                     Volts                     + 
du  Amps/um                   Amps/um                   Amps/um                   Amps/um                   + 
du  Coul/um                   Amps/um                   Amps/um                   Volts                     + 
du  Volts                     Amps/um                   Amps/um                   Amps/um                   + 
du  Amps/um                   Coul/um                   Amps/um                   Amps/um                   + 
du  Volts                     Volts                     Amps/um                   Amps/um                   + 
du  Amps/um                   Amps/um                   Coul/um                   Amps/um                   + 
du  Amps/um                   Amps/um                   
dd     -1.451625986197004E-33     3.711797309759830E-20     0.000000000000000E+00    -3.555339058447452E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -1.706779685545706E-19    -1.614414918282535E-19    -9.236476726317150E-21     0.000000000000000E+00 + 
dd     -1.158701090818240E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -3.401768860534711E-23    -3.401946270387512E-23     1.774098528011709E-27 + 
dd      0.000000000000000E+00    -1.210195720309481E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      2.500000000000000E-02     2.500000000000000E-02     1.707783415384089E-19     1.614763955731275E-19 + 
dd      9.301945965281399E-21     0.000000000000000E+00    -1.210178724463905E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00     1.000000000000000E+00     1.000000000000000E+00     2.437193320958932E-18 + 
dd     -6.868203257920109E-34     2.437193320958933E-18     0.000000000000000E+00    -3.528660335049848E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -6.041813649220079E-19    -5.711270830094730E-19    -3.305428191253490E-20     0.000000000000000E+00 + 
dd     -1.160896594321232E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -2.197573332853070E-21    -2.197565221658727E-21    -8.111194343061321E-27 + 
dd      0.000000000000000E+00    -1.210225378971316E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      5.000000000000000E-02     5.000000000000000E-02     6.065020067984157E-19     5.733248821416160E-19 + 
dd      3.317712465679971E-20     0.000000000000000E+00    -1.210190881526867E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00     1.500000000000000E+00     1.500000000000000E+00     1.801972898976589E-19 + 
dd     -2.021714217769564E-33     1.801972898976610E-19     0.000000000000000E+00    -3.512341446877240E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -1.660887533229481E-18    -1.568931302511603E-18    -9.195623071787729E-20     0.000000000000000E+00 + 
dd     -1.164983293502156E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -5.982865605845452E-21    -5.982865604606334E-21    -1.239117990447633E-30 + 
dd      0.000000000000000E+00    -1.210250345351521E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      7.500000000000001E-02     7.500000000000001E-02     1.666870398888847E-18     1.574914168163078E-18 + 
dd      9.195623072576846E-20     0.000000000000000E+00    -1.210198495847603E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00     1.750000000000000E+00     1.750000000000000E+00     1.605759868658106E-17 + 
dd     -6.962430202334189E-34     1.605759868658106E-17     0.000000000000000E+00    -3.503896071946356E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -2.631087509067739E-18    -2.485776115296497E-18    -1.453113937712418E-19     0.000000000000000E+00 + 
dd     -1.168035634528633E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -9.469976377773373E-21    -9.469998661628681E-21     2.228385530889708E-26 + 
dd      0.000000000000000E+00    -1.210262470360837E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      8.750000000000001E-02     8.750000000000001E-02     2.641614706173602E-18     2.495250160084551E-18 + 
dd      1.463645460890510E-19     0.000000000000000E+00    -1.210201964261988E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00     2.000000000000000E+00     2.000000000000000E+00    -5.015551942903605E-18 + 
dd      1.676149138054960E-34    -5.015551942903605E-18     0.000000000000000E+00    -3.495723055807610E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -4.056490529977278E-18    -3.829701019954316E-18    -2.267895100229626E-19     0.000000000000000E+00 + 
dd     -1.172557762732041E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -1.459023600003806E-20    -1.459023600027082E-20     2.327572712246905E-31 + 
dd      0.000000000000000E+00    -1.210274775644890E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      1.000000000000000E-01     1.000000000000000E-01     4.070806330596143E-18     3.844291255989331E-18 + 
dd      2.265150746068115E-19     0.000000000000000E+00    -1.210205616259198E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00     1.950000000000000E+00     1.950000000000000E+00     5.370631226635150E-31 + 
dd      4.978697029043115E-44     5.370631226634652E-31     0.000000000000000E+00    -3.497346628980088E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -4.056175502395813E-18    -3.829661391281102E-18    -2.265141111147109E-19     0.000000000000000E+00 + 
dd     -1.172546058286325E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -1.459110657456568E-20    -1.459110657456576E-20     7.865553052744975E-35 + 
dd      0.000000000000000E+00    -1.210272510273779E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      1.000000000000000E-01     1.000000000000000E-01     4.070766608970227E-18     3.844252497855516E-18 + 
dd      2.265141111147109E-19     0.000000000000000E+00    -1.210203352441342E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00     1.900000000000000E+00     1.900000000000000E+00    -8.018755345603482E-22 + 
dd     -5.124898964676422E-38    -8.018755345603481E-22     0.000000000000000E+00    -3.498989474279724E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -4.056130192885809E-18    -3.829617207367876E-18    -2.265129855179336E-19     0.000000000000000E+00 + 
dd     -1.172533287047289E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -1.459207966304729E-20    -1.459207966299371E-20    -5.357656537477379E-32 + 
dd      0.000000000000000E+00    -1.210270241176836E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      1.000000000000000E-01     1.000000000000000E-01     4.070722269348309E-18     3.844209287028399E-18 + 
dd      2.265129823199104E-19     0.000000000000000E+00    -1.210201085052632E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00     1.800000000000000E+00     1.800000000000000E+00    -2.268010289844007E-22 + 
dd      2.517654949275490E-39    -2.268010289844007E-22     0.000000000000000E+00    -3.502333633399897E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -4.056020087310567E-18    -3.829510071388996E-18    -2.265100159215701E-19     0.000000000000000E+00 + 
dd     -1.172503604138733E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -1.459444819592139E-20    -1.459444819592093E-20    -4.625880817636748E-34 + 
dd      0.000000000000000E+00    -1.210265690221660E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      1.000000000000000E-01     1.000000000000000E-01     4.070614535590815E-18     3.844104519585128E-18 + 
dd      2.265100160056871E-19     0.000000000000000E+00    -1.210196538077245E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00     1.600000000000000E+00     1.600000000000000E+00     1.779912690847305E-29 + 
dd     -9.459166806519283E-46     1.779912690847305E-29     0.000000000000000E+00    -3.509208254492927E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -4.055631496101945E-18    -3.829134109384467E-18    -2.264973867174778E-19     0.000000000000000E+00 + 
dd     -1.172414049297488E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -1.460282360912879E-20    -1.460282360913928E-20     1.049347312100245E-32 + 
dd      0.000000000000000E+00    -1.210256522209929E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      1.000000000000000E-01     1.000000000000000E-01     4.070234319710540E-18     3.843736932993063E-18 + 
dd      2.264973867174775E-19     0.000000000000000E+00    -1.210187381314641E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00     1.400000000000000E+00     1.400000000000000E+00     1.625760553046295E-27 + 
dd     -2.152014859596941E-43     1.625760553046296E-27     0.000000000000000E+00    -3.515770361401836E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -4.054432216875834E-18    -3.827981458553415E-18    -2.264507583224192E-19     0.000000000000000E+00 + 
dd     -1.172200540028780E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -1.462867463540233E-20    -1.462867463556251E-20     1.601854921707159E-31 + 
dd      0.000000000000000E+00    -1.210247220308393E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      1.000000000000000E-01     1.000000000000000E-01     4.069060891530270E-18     3.842610133207742E-18 + 
dd      2.264507583225272E-19     0.000000000000000E+00    -1.210178098762478E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00     1.200000000000000E+00     1.200000000000000E+00     6.808295783294054E-27 + 
dd     -7.827181111795630E-43     6.808295783294056E-27     0.000000000000000E+00    -3.522017479015867E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -4.052286372824520E-18    -3.825914534528505E-18    -2.263718382960155E-19     0.000000000000000E+00 + 
dd     -1.171800735847475E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -1.467503824289750E-20    -1.467503824333506E-20     4.375566922100122E-31 + 
dd      0.000000000000000E+00    -1.210237666271254E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      1.000000000000000E-01     1.000000000000000E-01     4.066961411103101E-18     3.840589572806658E-18 + 
dd      2.263718382964429E-19     0.000000000000000E+00    -1.210168583064627E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00     1.000000000000000E+00     1.000000000000000E+00     3.484300809718244E-26 + 
dd     -2.601561145249201E-41     3.484300809718247E-26     0.000000000000000E+00    -3.529125311170186E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -4.048920913749519E-18    -3.822686025007165E-18    -2.262348887423544E-19     0.000000000000000E+00 + 
dd     -1.171356328467160E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -1.472616333503654E-20    -1.472616333508374E-20     4.719807295371933E-32 + 
dd      0.000000000000000E+00    -1.210227558927642E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      1.000000000000000E-01     1.000000000000000E-01     4.063647077043509E-18     3.837412188298862E-18 + 
dd      2.262348887446469E-19     0.000000000000000E+00    -1.210158566207976E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00     8.000000000000000E-01     8.000000000000000E-01     4.895823596808204E-18 + 
dd     -5.165882292145280E-31     4.895823596808721E-18     0.000000000000000E+00    -3.538145621320631E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -3.931752963194125E-18    -3.712210570858873E-18    -2.195423923352523E-19     0.000000000000000E+00 + 
dd     -1.170689442542405E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -1.161088180976964E-20    -1.161088178295904E-20    -2.681060123619658E-29 + 
dd      0.000000000000000E+00    -1.210215797830182E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      1.000000000000000E-01     1.000000000000000E-01     3.943508292221830E-18     3.723821454699496E-18 + 
dd      2.196868375223345E-19     0.000000000000000E+00    -1.210147988878416E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00     6.000000000000001E-01     6.000000000000001E-01     4.333961580375666E-17 + 
dd     -5.166808535202150E-31     4.333961580375718E-17     0.000000000000000E+00    -3.549504575706913E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -3.505600356696542E-18    -3.333502951887880E-18    -1.720974048086611E-19     0.000000000000000E+00 + 
dd     -1.170423256619537E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -1.275269947202970E-21    -1.275285490902874E-21     1.554369990388825E-26 + 
dd      0.000000000000000E+00    -1.210202019982209E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      1.000000000000000E-01     1.000000000000000E-01     3.531916064765266E-18     3.334769077205695E-18 + 
dd      1.971469875595709E-19     0.000000000000000E+00    -1.210137768093623E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00     4.000000000000000E-01     4.000000000000000E-01     7.178668374248340E-22 + 
dd     -6.698347663426546E-35     7.178668374249009E-22     0.000000000000000E+00    -3.562757136354590E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -3.467286265272537E-18    -3.273630447135036E-18    -1.936558181375013E-19     0.000000000000000E+00 + 
dd     -1.170573444505456E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -4.877123014948049E-22    -4.877122231991478E-22    -7.829565713016991E-29 + 
dd      0.000000000000000E+00    -1.210189678690348E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      1.000000000000000E-01     1.000000000000000E-01     3.467777018703385E-18     3.274118115103944E-18 + 
dd      1.936589035994407E-19     0.000000000000000E+00    -1.210125849976253E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00     2.000000000000000E-01     2.000000000000000E-01     3.248265943971856E-28 + 
dd     -8.763730044038125E-42     3.248265943971943E-28     0.000000000000000E+00    -3.577500190039152E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -3.445475252847548E-18    -3.253005203828105E-18    -1.924700490194426E-19     0.000000000000000E+00 + 
dd     -1.170620949099689E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -3.344237336962318E-22    -3.344237334110210E-22    -2.852107824902018E-31 + 
dd      0.000000000000000E+00    -1.210177419805726E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      1.000000000000000E-01     1.000000000000000E-01     3.445809676582629E-18     3.253339627562555E-18 + 
dd      1.924700490200748E-19     0.000000000000000E+00    -1.210113717827127E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     1.985496482179562E-22 + 
dd     -1.175214516896310E-33     1.985496482191314E-22     0.000000000000000E+00    -3.594191174280580E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -3.436051994142028E-18    -3.244144392560128E-18    -1.919076015819004E-19     0.000000000000000E+00 + 
dd     -1.170630922341028E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -2.792147738749310E-22    -2.792148173255001E-22     4.345056907202293E-29 + 
dd      0.000000000000000E+00    -1.210165172560479E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      1.000000000000000E-01     1.000000000000000E-01     3.436384457348446E-18     3.244422702163889E-18 + 
dd      1.919617551845564E-19     0.000000000000000E+00    -1.210101523399273E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00    -2.000000000000000E-01    -2.000000000000000E-01     6.565227866448523E-31 + 
dd     -5.495286611336203E-39     6.565227921401389E-31     0.000000000000000E+00    -3.614013886478034E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -3.430091164853751E-18    -3.238454733060676E-18    -1.916364317930747E-19     0.000000000000000E+00 + 
dd     -1.170633557709681E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -2.462826853139385E-22    -2.462826852860447E-22    -2.789371932098997E-32 + 
dd      0.000000000000000E+00    -1.210152925679758E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      1.000000000000000E-01     1.000000000000000E-01     3.430337447571142E-18     3.238701015776418E-18 + 
dd      1.916364317947246E-19     0.000000000000000E+00    -1.210089310066776E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00    -4.000000000000000E-01    -4.000000000000000E-01     4.946268272979927E-30 + 
dd     -1.397883913202623E-36     4.946269670863841E-30     0.000000000000000E+00    -3.639367062306196E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -3.426014638820296E-18    -3.234597789734179E-18    -1.914168490861173E-19     0.000000000000000E+00 + 
dd     -1.170630439757185E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -2.266002226320630E-22    -2.266002226904395E-22     5.837645143381664E-32 + 
dd      0.000000000000000E+00    -1.210140675938989E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      1.000000000000000E-01     1.000000000000000E-01     3.426241239048779E-18     3.234824389962684E-18 + 
dd      1.914168490860959E-19     0.000000000000000E+00    -1.210077082673341E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00    -6.000000000000001E-01    -6.000000000000001E-01    -1.452789905598419E-19 + 
dd     -4.986410891830649E-29    -1.452789905099777E-19     0.000000000000000E+00    -3.672329402029142E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -3.422922696313864E-18    -3.231674535883926E-18    -1.912481604299378E-19     0.000000000000000E+00 + 
dd     -1.170626187636190E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -2.130744928093901E-22    -2.130744968181929E-22     4.008802737742084E-30 + 
dd      0.000000000000000E+00    -1.210128419575728E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      1.000000000000000E-01     1.000000000000000E-01     3.423138540027448E-18     3.231887609569342E-18 + 
dd      1.912509304581068E-19     0.000000000000000E+00    -1.210064843042379E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00    -8.000000000000000E-01    -8.000000000000000E-01     1.807965109240801E-27 + 
dd      5.098952645622128E-33     1.807960010288156E-27     0.000000000000000E+00    -3.710518307141036E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -3.420410181843877E-18    -3.229294248409183E-18    -1.911159334346940E-19     0.000000000000000E+00 + 
dd     -1.170622168138695E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -2.028584845937410E-22    -2.028584875389021E-22     2.945161106837617E-30 + 
dd      0.000000000000000E+00    -1.210116156584114E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      1.000000000000000E-01     1.000000000000000E-01     3.420613173693432E-18     3.229497089094864E-18 + 
dd      1.911160845985686E-19     0.000000000000000E+00    -1.210052593543669E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00    -1.000000000000000E+00    -1.000000000000000E+00     1.290957009253510E-26 + 
dd     -1.987225781904773E-32     1.290958996479292E-26     0.000000000000000E+00    -3.750392791555292E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -3.418233641397000E-18    -3.227234389397403E-18    -1.909992519995967E-19     0.000000000000000E+00 + 
dd     -1.170618746390556E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -1.945469249210818E-22    -1.945469254806082E-22     5.595264111091693E-31 + 
dd      0.000000000000000E+00    -1.210103891796841E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      1.000000000000000E-01     1.000000000000000E-01     3.418428446860195E-18     3.227428917801456E-18 + 
dd      1.909995290587397E-19     0.000000000000000E+00    -1.210040340186501E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00    -1.200000000000000E+00    -1.200000000000000E+00     1.286250793685088E-23 + 
dd     -9.884140639582595E-34     1.286250793783929E-23     0.000000000000000E+00    -3.790660748309027E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -3.416347819748422E-18    -3.225449233984214E-18    -1.908985857642087E-19     0.000000000000000E+00 + 
dd     -1.170616126215095E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -1.876491842743582E-22    -1.876491842633775E-22    -1.098063254931312E-32 + 
dd      0.000000000000000E+00    -1.210091642090569E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      1.000000000000000E-01     1.000000000000000E-01     3.416535480645863E-18     3.225636883149987E-18 + 
dd      1.908985974958765E-19     0.000000000000000E+00    -1.210028098100999E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00    -1.400000000000000E+00    -1.400000000000000E+00    -2.155005386571009E-22 + 
dd      4.801530052352937E-31    -2.155005391372539E-22     0.000000000000000E+00    -3.830836010145718E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -3.414829081289597E-18    -3.224012367808701E-18    -1.908167134808967E-19     0.000000000000000E+00 + 
dd     -1.170614490452407E-18     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd      0.000000000000000E+00    -1.820981429019765E-22    -1.820981382689254E-22    -4.633051058528773E-30 + 
dd      0.000000000000000E+00    -1.210079571759782E-12     0.000000000000000E+00     0.000000000000000E+00 + 
dd      1.000000000000000E-01     1.000000000000000E-01     3.415011885872652E-18     3.224194464935365E-18 + 
dd      1.908174209372866E-19     0.000000000000000E+00    -1.210016011511071E-12     0.000000000000000E+00 + 
dd      0.000000000000000E+00     0.000000000000000E+00 
# 
dd      0.000000000000000E+00    -1.600000000000000E+00    -1.600000000000000E+00     1.927256318861221E-23 + 
dd      9.086808216114203E-31     1.927256227993139E-23     0.000000000000000E+00    -3.869652697709969E-14 + 
dd      0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00     0.000000000000000E+00 + 
dd     -3.413700542685127E-18    -3.222935391269458E-18    -1.907651514156683E-19     0.000000000000000E+00 + 
